timestamp,balance_trade_growth,average_provision_of_build_contract_moscow,micex,deposits_growth,mortgage_value,mortgage_rate,income_per_cap,real_dispos_income_per_cap_growth,rent_price_4+room_bus,rent_price_2room_eco,rent_price_1room_eco,child_on_acc_pre_school,modern_education_share,old_education_build_share,apartment_fund_sqm
2011-04-30,18.7,6.19,1741.84,0.009814975,101913.0,12.37,49388.7,-0.005,169.97,35.69,28.27,#!,,,230310.0
2011-05-01,18.7,6.19,1741.84,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-02,18.7,6.19,1741.84,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-03,18.7,6.19,1691.45,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-04,18.7,6.19,1657.54,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-05,18.7,6.19,1644.92,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-06,18.7,6.19,1681.01,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-07,18.7,6.19,1681.01,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-08,18.7,6.19,1681.01,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-09,18.7,6.19,1681.01,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-10,18.7,6.19,1678.13,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-11,18.7,6.19,1654.78,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-12,18.7,6.19,1630.78,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-13,18.7,6.19,1632.23,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-14,18.7,6.19,1632.23,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-15,18.7,6.19,1632.23,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-16,18.7,6.19,1622.98,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-17,18.7,6.19,1608.66,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-18,18.7,6.19,1627.03,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-19,18.7,6.19,1630.72,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-20,18.7,6.19,1603.97,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-21,18.7,6.19,1603.97,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-22,18.7,6.19,1603.97,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-23,18.7,6.19,1573.14,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-24,18.7,6.19,1598.82,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-25,18.7,6.19,1614.86,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-26,18.7,6.19,1606.21,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-27,18.7,6.19,1638.06,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-28,18.7,6.19,1638.06,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-29,18.7,6.19,1638.06,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-30,18.7,6.19,1644.99,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-05-31,18.7,6.19,1666.3,0.021202576,152437.0,12.12,43718.5,-0.005,157.16,35.89,27.94,#!,,,230310.0
2011-06-01,18.7,6.19,1650.68,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-02,18.7,6.19,1658.39,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-03,18.7,6.19,1633.02,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-04,18.7,6.19,1633.02,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-05,18.7,6.19,1633.02,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-06,18.7,6.19,1633.49,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-07,18.7,6.19,1662.71,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-08,18.7,6.19,1664.83,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-09,18.7,6.19,1692.34,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-10,18.7,6.19,1683.96,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-11,18.7,6.19,1683.96,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-12,18.7,6.19,1683.96,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-13,18.7,6.19,1683.96,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-14,18.7,6.19,1681.66,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-15,18.7,6.19,1678.82,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-16,18.7,6.19,1671.1,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-17,18.7,6.19,1645.82,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-18,18.7,6.19,1645.82,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-19,18.7,6.19,1645.82,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-20,18.7,6.19,1626.14,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-21,18.7,6.19,1635.38,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-22,18.7,6.19,1640.13,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-23,18.7,6.19,1607.91,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-24,18.7,6.19,1633.99,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-25,18.7,6.19,1633.99,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-26,18.7,6.19,1633.99,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-27,18.7,6.19,1626.95,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-28,18.7,6.19,1651.5,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-29,18.7,6.19,1660.0,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-06-30,18.7,6.19,1666.59,0.0048777,204872.0,12.16,50169.1,-0.005,135.41,35.22,27.73,#!,,,230310.0
2011-07-01,10.1,6.74,1698.1,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-02,10.1,6.74,1698.1,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-03,10.1,6.74,1698.1,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-04,10.1,6.74,1706.12,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-05,10.1,6.74,1709.99,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-06,10.1,6.74,1705.41,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-07,10.1,6.74,1740.53,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-08,10.1,6.74,1724.57,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-09,10.1,6.74,1724.57,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-10,10.1,6.74,1724.57,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-11,10.1,6.74,1701.48,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-12,10.1,6.74,1705.92,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-13,10.1,6.74,1714.19,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-14,10.1,6.74,1715.49,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-15,10.1,6.74,1714.6,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-16,10.1,6.74,1714.6,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-17,10.1,6.74,1714.6,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-18,10.1,6.74,1687.63,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-19,10.1,6.74,1700.13,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-20,10.1,6.74,1701.37,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-21,10.1,6.74,1729.0,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-22,10.1,6.74,1728.84,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-23,10.1,6.74,1728.84,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-24,10.1,6.74,1728.84,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-25,10.1,6.74,1726.93,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-26,10.1,6.74,1722.11,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-27,10.1,6.74,1706.28,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-28,10.1,6.74,1720.38,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-29,10.1,6.74,1705.18,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-30,10.1,6.74,1705.18,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-07-31,10.1,6.74,1705.18,0.0229688,265304.0,12.09,46582.6,-0.005,146.21,35.35,28.76,#!,,,230310.0
2011-08-01,10.1,6.74,1725.1,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-02,10.1,6.74,1713.25,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-03,10.1,6.74,1655.36,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-04,10.1,6.74,1620.68,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-05,10.1,6.74,1587.0,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-06,10.1,6.74,1587.0,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-07,10.1,6.74,1587.0,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-08,10.1,6.74,1499.79,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-09,10.1,6.74,1497.81,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-10,10.1,6.74,1431.41,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-11,10.1,6.74,1438.91,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-12,10.1,6.74,1470.56,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-13,10.1,6.74,1470.56,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-14,10.1,6.74,1470.56,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-15,10.1,6.74,1510.69,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-16,10.1,6.74,1481.18,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-17,10.1,6.74,1509.19,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-18,10.1,6.74,1452.83,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-19,10.1,6.74,1438.74,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-20,10.1,6.74,1438.74,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-21,10.1,6.74,1438.74,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-22,10.1,6.74,1443.93,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-23,10.1,6.74,1444.11,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-24,10.1,6.74,1461.62,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-25,10.1,6.74,1442.51,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-26,10.1,6.74,1458.84,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-27,10.1,6.74,1458.84,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-28,10.1,6.74,1458.84,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-29,10.1,6.74,1512.36,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-30,10.1,6.74,1514.1,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-08-31,10.1,6.74,1546.05,0.009740346,323275.0,11.84,42688.6,-0.005,136.11,36.77,29.07,#!,,,230310.0
2011-09-01,10.1,6.74,1551.58,0.009606741,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-02,10.1,6.74,1515.89,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-03,10.1,6.74,1515.89,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-04,10.1,6.74,1515.89,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-05,10.1,6.74,1492.83,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-06,10.1,6.74,1499.7,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-07,10.1,6.74,1546.52,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-08,10.1,6.74,1556.46,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-09,10.1,6.74,1518.22,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-10,10.1,6.74,1518.22,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-11,10.1,6.74,1518.22,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-12,10.1,6.74,1493.19,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-13,10.1,6.74,1498.16,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-14,10.1,6.74,1504.92,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-15,10.1,6.74,1525.28,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-16,10.1,6.74,1511.5,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-17,10.1,6.74,1511.5,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-18,10.1,6.74,1511.5,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-19,10.1,6.74,1493.19,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-20,10.1,6.74,1519.95,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-21,10.1,6.74,1507.25,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-22,10.1,6.74,1389.43,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-23,10.1,6.74,1327.19,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-24,10.1,6.74,1327.19,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-25,10.1,6.74,1327.19,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-26,10.1,6.74,1346.86,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-27,10.1,6.74,1380.42,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-28,10.1,6.74,1377.87,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-29,10.1,6.74,1407.71,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-09-30,10.1,6.74,1366.54,0.018590211,386388.0,11.92,40311.3,-0.005,155.22,37.73,30.63,#!,,,230310.0
2011-10-01,18.1,6.65,1366.54,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-02,18.1,6.65,1366.54,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-03,18.1,6.65,1344.66,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-04,18.1,6.65,1267.77,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-05,18.1,6.65,1265.67,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-06,18.1,6.65,1318.29,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-07,18.1,6.65,1351.42,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-08,18.1,6.65,1351.42,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-09,18.1,6.65,1351.42,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-10,18.1,6.65,1380.86,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-11,18.1,6.65,1364.06,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-12,18.1,6.65,1396.51,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-13,18.1,6.65,1388.77,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-14,18.1,6.65,1431.92,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-15,18.1,6.65,1431.92,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-16,18.1,6.65,1431.92,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-17,18.1,6.65,1403.05,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-18,18.1,6.65,1425.24,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-19,18.1,6.65,1420.5,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-20,18.1,6.65,1418.85,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-21,18.1,6.65,1447.01,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-22,18.1,6.65,1447.01,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-23,18.1,6.65,1447.01,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-24,18.1,6.65,1482.81,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-25,18.1,6.65,1462.17,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-26,18.1,6.65,1499.79,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-27,18.1,6.65,1525.52,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-28,18.1,6.65,1526.57,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-29,18.1,6.65,1526.57,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-30,18.1,6.65,1526.57,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-10-31,18.1,6.65,1498.6,0.018590211,452674.0,11.57,44388.0,-0.005,151.68,38.1,31.11,#!,,,230310.0
2011-11-01,18.1,6.65,1456.29,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-02,18.1,6.65,1488.86,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-03,18.1,6.65,1501.18,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-04,18.1,6.65,1501.18,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-05,18.1,6.65,1501.18,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-06,18.1,6.65,1501.18,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-07,18.1,6.65,1521.01,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-08,18.1,6.65,1520.88,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-09,18.1,6.65,1470.8,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-10,18.1,6.65,1489.58,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-11,18.1,6.65,1484.97,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-12,18.1,6.65,1484.97,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-13,18.1,6.65,1484.97,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-14,18.1,6.65,1484.38,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-15,18.1,6.65,1487.84,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-16,18.1,6.65,1483.24,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-17,18.1,6.65,1475.32,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-18,18.1,6.65,1460.56,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-19,18.1,6.65,1460.56,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-20,18.1,6.65,1460.56,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
2011-11-21,18.1,6.65,1390.56,-0.004041679,521529.0,11.74,46476.2,-0.005,160.58,38.62,31.53,#!,,,230310.0
