full_sq,industrial_km,green_zone_km,cemetery_km,catering_km,big_road2_km,church_synagogue_km,water_km,big_road1_km,floor
74.0,0.665598056,0.160372637,0.76656,0.819409649,1.05003817,0.27649981,0.913089995,0.630871338,1.0
38.0,0.392546235,0.647528946,2.39037,0.262665223,2.887426699,2.580893992,1.193065761,2.858590343,6.0
70.0,1.430397603,0.107272514,2.053403,0.890143414,3.890509858,1.715051662,0.180202394,3.653137055,2.0
37.0,0.205818965,0.154489627,3.069264,0.347687763,2.054151988,0.7217473,1.250777977,1.214056672,10.0
37.0,0.310706994,0.336150234,0.595913,0.204490477,5.473843364,0.887899427,0.605272981,2.157734021,14.0
50.0,0.279467983,0.472339572,1.057289,0.210846493,3.969610621,0.946559327,0.54546092,0.387641711,3.0
50.0,0.284329082,0.189257431,2.601575,0.460046897,5.4697705,0.191046578,0.98335374,4.208531964,13.0
42.0,2.501630351,0.103223458,2.697298,0.406106755,2.006181757,0.19982751,0.671704691,0.390977172,7.0
82.0,0.188914283,0.041977193,3.671543,0.284991736,1.145671172,0.988457637,1.677930694,1.118846148,2.0
60.0,0.240754131,0.137197453,1.080266,0.076667285,1.053766854,0.973159603,1.402870314,0.048664588,5.0
38.0,1.499506911,0.059715954,2.178249,0.204187073,3.368758895,1.768409076,0.970861804,2.187014001,18.0
34.0,0.297624199,0.064763435,4.330717,0.190495309,4.584171779,0.916614811,0.690756831,3.456520097,14.0
76.0,0.661220985,0.553757328,0.41642,0.922282223,4.588828999,0.619647447,0.351694091,2.761173375,13.0
95.0,2.051868135,0.36740907,2.986815,0.082206077,3.669639843,0.086485374,0.748305734,3.081965139,9.0
49.0,0.671266389,0.288526518,1.772011,0.509828067,2.172414176,0.186871279,0.415220674,0.707023369,5.0
32.0,0.099277385,0.733524508,1.899271,0.77088962,0.856360477,1.202614513,0.902300523,0.600490732,7.0
34.0,1.169560542,0.454708654,1.435036,0.614867333,1.086999764,0.262203124,0.619461131,1.067447572,8.0
56.0,0.058601278,0.570965822,2.204851,0.730196978,3.08498908,1.21677156,0.651826648,0.403609841,4.0
35.0,0.139817006,0.199950783,2.060239,0.072639164,5.234469137,0.172329695,0.282368706,0.122983577,12.0
37.0,1.223665692,0.097056511,0.339826,0.133290771,4.603999848,0.382938839,0.251673591,3.85617199,1.0
57.0,1.280072423,0.030295676,2.132767,0.89709785,1.596214918,0.968931091,0.673893481,0.87199264,5.0
94.0,0.640343594,0.002001349,1.247221,0.290067151,2.103931999,0.951591707,0.806391975,0.860171985,16.0
58.0,0.427724645,0.054981264,5.318677,0.239155251,5.292949879,0.308203165,0.329498549,0.912071629,4.0
50.0,0.691358816,0.017645993,1.208565,0.362487782,3.03944446,0.845023972,0.858472219,0.487850291,8.0
45.0,0.374127465,0.323571235,3.474334,0.315114257,3.630324386,1.765412499,0.468957966,1.794934299,15.0
75.0,0.437165669,0.363626589,4.59273,0.282551797,4.61110889,0.405960674,0.423483718,0.892337061,22.0
30.0,0.351630525,0.346557969,0.899464,0.0036808,0.899113307,0.368196938,0.36008205,0.270761148,4.0
90.0,0.881791948,0.246169381,1.458142,0.60425163,4.015181253,0.790291023,0.58488801,3.681617223,18.0
54.0,1.936468822,0.0,2.037751,0.525779817,3.245261066,0.507935326,0.25146341,3.216277362,14.0
30.0,0.057794639,0.697129476,1.414136,0.722583784,3.707127259,0.909845182,0.765923394,2.635126985,7.0
32.0,0.081868832,0.123054453,4.198311,0.581648355,3.600342839,0.33524951,1.276859707,1.504417198,5.0
44.0,1.08652822,0.391706273,2.770918,0.443510619,1.031899503,0.450676813,1.09689311,0.950870802,5.0
38.0,1.256152379,0.045802223,1.387289,0.733107315,4.525098892,1.320523835,0.161693476,2.63125279,10.0
29.0,0.194280941,0.381577164,1.531027,0.342988075,2.496425218,1.054014528,0.443522626,2.381522628,5.0
36.0,2.29712616,0.211377268,3.902057,0.688595171,1.644340949,0.740565542,0.305416353,0.497422712,13.0
31.0,0.220671091,0.018322604,0.761952,0.058990457,3.36098445,0.30493337,1.394873075,3.338428229,2.0
34.0,0.669101095,0.152128328,0.999653,0.565561337,4.910989392,0.71546286,0.748430977,4.582197392,2.0
30.0,0.858846368,0.191159133,3.846406,0.114471885,5.101286434,0.770706962,0.351197452,0.68308279,3.0
41.0,1.749882854,0.049025574,2.043529,0.598405551,4.261708342,1.415912398,0.182116647,4.059782645,9.0
38.0,0.413332291,0.112289222,1.236459,0.197434258,2.263419054,1.233675239,0.604548645,1.170121334,8.0
34.0,0.023267319,0.086397489,0.720647,0.725629946,2.573319472,0.770280249,1.419836101,2.264114406,3.0
31.0,0.827515818,0.153577359,3.739973,0.075242034,2.244097296,2.398146486,0.428232445,1.183903507,6.0
43.0,1.019807675,0.117295883,1.296097,0.357693457,1.826095604,1.071500322,0.273412704,1.166884745,5.0
92.0,2.501191895,0.123075625,2.630524,0.459847759,1.525505043,0.751019625,0.116165713,0.526163285,16.0
69.0,1.908585278,0.116991428,2.518726,0.090858402,3.380371166,0.092558436,0.356631407,3.2619601,3.0
54.0,0.665609792,0.084933879,1.521812,0.426127013,3.920782928,1.706122956,0.214938187,3.052802942,10.0
43.0,0.592857877,0.373435025,3.703676,0.212333723,5.099393828,0.597524975,0.41711814,3.875132313,5.0
58.0,1.349476619,0.083582449,3.368976,0.70176889,2.817674917,1.579939024,0.745897799,2.766879687,5.0
29.0,0.79505442,0.15145248,4.089656,0.073405982,2.586858487,0.66724026,1.206617509,1.2440176,2.0
43.0,0.380799089,0.297970617,1.779558,0.390514497,2.024887111,0.771121605,0.437666277,1.618824927,5.0
48.0,0.654713738,0.116584401,3.423183,0.312792431,2.127014861,1.38458158,0.288539252,0.027909371,4.0
33.0,1.084461248,0.560186015,3.108965,0.260352376,2.491643978,0.964683305,1.360959277,2.061397198,3.0
40.0,0.995654906,0.229300937,3.310775,0.126726718,2.895197146,2.46879724,0.38369674,1.379282364,2.0
49.0,1.083080844,0.012138282,1.490523,0.134519073,2.284143053,0.774549458,0.389842632,1.709097929,3.0
36.0,0.381014597,0.110169073,1.085399,0.530812378,2.898557211,0.7445765,0.195772644,0.657598791,8.0
50.0,1.817812072,0.070979521,1.582617,0.006357814,1.620082789,0.966218324,0.348095609,1.010682722,6.0
56.0,0.256536386,0.380051686,0.530719,0.034163163,0.443245653,0.819325999,0.403654934,0.154426036,5.0
38.0,2.415107962,0.166377905,1.143833,0.596878675,1.956285688,0.249735878,0.313805462,1.59511924,3.0
35.0,0.4853461,0.115748212,1.726862,0.889768982,1.500583277,1.378212622,1.365639003,0.982799548,2.0
34.0,0.676243722,0.322827385,4.312068,0.392309963,4.2693782,0.285443102,0.410295511,0.498457416,1.0
37.0,0.777764428,0.696730467,0.422459,0.286811561,1.297582472,0.418222758,1.608642656,0.033392329,4.0
51.0,0.298478721,0.223289278,2.501537,0.565709626,2.451983156,0.827391631,0.441948581,1.058326396,11.0
44.0,1.339317055,0.36448253,2.261897,0.30606826,5.227960206,1.029778706,0.99905428,1.260601579,3.0
58.0,0.174736913,0.022030949,3.644096,1.534218532,7.638399167,0.39705763,0.03402979,5.190083218,4.0
73.0,0.332585889,0.121678805,5.279812,0.204749237,3.738175689,1.051095643,0.401929516,3.240731798,15.0
31.0,1.19229011,0.755390207,1.920633,0.656377474,2.574475036,1.153619453,0.516979228,0.253498454,6.0
31.0,0.745617101,0.567178109,0.79889,0.66029008,1.904224631,0.883639759,0.459720697,1.75006673,5.0
39.0,0.091846557,0.122261012,0.487919,0.004256938,4.672893072,0.665027307,1.031569154,4.616851579,7.0
87.0,0.202486472,0.379191416,3.476357,0.399490027,2.672577309,2.606909977,0.597976188,2.309951407,12.0
53.0,1.420013579,0.097027684,2.846171,0.592176893,1.961720585,1.320972327,1.192592863,1.69530199,7.0
54.0,1.015073369,0.333383282,4.594837,0.12621846,3.739841895,0.658923577,0.419440403,2.591744224,8.0
32.0,0.189023324,0.093963347,4.016947,0.255715319,2.734049403,0.938101593,0.957975214,2.220728433,2.0
38.0,0.241466907,0.127922338,2.200691,0.254596613,2.558850298,0.250481523,0.439141776,0.869337722,12.0
79.0,0.882795033,0.181598175,1.027934,0.443200548,0.640964049,0.501810724,0.135951379,0.444392007,11.0
43.0,0.0,0.808651426,1.625977,0.11231708,3.330766556,0.75026844,1.092722131,3.143018242,6.0
37.0,2.058531647,0.174844415,3.193613,0.713312999,5.89793419,0.850361582,0.732954347,1.910062982,21.0
81.0,0.067715087,1.04278189,1.57925,0.153871279,3.762539637,0.198371554,0.374545663,1.05258637,8.0
35.0,0.823891077,0.429566316,2.279005,0.841589832,2.979205489,1.022324092,1.278726526,2.907217698,8.0
37.0,1.378558906,0.318449156,0.530839,0.58357974,1.336906724,0.968253928,0.272974311,0.683042566,11.0
34.0,0.649662962,0.62879444,1.742774,0.609291077,1.250277909,0.770663881,0.112961077,0.911660102,5.0
38.0,1.11001747,0.199599641,2.903154,0.609817602,1.05969878,0.287522438,0.894070575,0.88034825,8.0
59.0,0.89461469,0.704075535,1.182541,0.338537382,1.603598711,1.21552661,0.729883164,1.270967787,4.0
60.0,0.064631263,0.306076848,2.580188,0.004729753,5.16592417,0.35248468,0.601930123,0.047598693,6.0
42.0,1.16792148,0.432725785,1.794433,0.118516376,2.888964641,0.511291358,1.048827403,2.642054033,3.0
40.0,0.38358408,0.171117742,3.545187,0.697691983,1.52300701,0.512749476,0.773074446,1.394974307,1.0
35.0,0.59730683,0.155701237,1.764985,0.165758584,3.232542303,0.469853568,1.23690802,1.737790014,11.0
44.0,1.448101323,0.618014192,2.182958,0.276597518,2.175319255,1.159975365,0.624607918,0.202357122,2.0
38.0,0.513983799,0.050601965,2.636323,0.803071116,4.591767512,1.248479988,0.421990739,2.691734649,5.0
43.0,0.701961372,0.472704568,0.696499,0.30184297,2.952623066,0.856396369,0.608309458,0.913262391,4.0
30.0,0.774956758,0.267735496,1.761869,0.291782947,3.043024681,1.572411338,0.63311948,2.963084035,2.0
38.0,0.774363152,0.077070731,0.881315,0.706072011,1.061009404,0.375551421,0.869609513,0.543786546,9.0
71.0,0.909040139,0.139862391,2.295116,0.863499202,1.947044104,0.831877883,1.045182472,0.809192787,19.0
71.0,0.310344697,0.104998361,2.719821,1.339359692,4.527934708,1.951823797,0.410732397,2.907268938,14.0
34.0,0.914287537,0.132608925,0.812502,0.253451514,1.340080752,0.884632896,0.512417788,0.640138859,9.0
79.0,0.887929653,0.140051152,3.357547,0.300392572,2.752087915,2.379678424,0.431151462,1.260517241,13.0
45.0,0.870956261,0.431236681,1.822873,0.345681954,2.758875534,1.210763698,0.527283365,2.687879161,2.0
45.0,0.440626594,0.511315778,1.740678,0.268911875,1.377750932,0.797810168,0.800709056,0.712366636,8.0
45.0,0.697975221,0.067602851,4.489272,0.177063765,0.999863708,0.94191681,1.06654019,0.712066412,2.0
76.0,0.358270557,0.011110305,0.585736,0.290541124,0.097607417,0.830680694,0.210045613,0.097221302,16.0
89.0,0.419690871,0.480072197,3.018538,0.331286299,3.204956288,0.918340763,0.342902399,2.225857273,14.0
36.0,1.039209917,0.126598472,4.475025,0.129741924,3.323140335,0.394280718,0.954219725,2.457729165,1.0
53.0,2.860142239,0.160664581,3.546328,0.36830523,2.874966924,0.864503092,1.098413443,1.284117114,3.0
45.0,0.942044236,0.409101111,2.023544,0.234955162,1.967864598,0.713828684,0.934834666,1.731586888,11.0
35.0,0.733718979,0.474014424,0.84137,0.114194172,2.677988286,0.748408573,1.123773539,1.607263613,8.0
30.0,0.377801019,0.591633932,2.157617,0.474238111,1.405705291,0.612480985,1.270378099,1.277519816,1.0
53.0,0.923797253,0.038297567,3.068138,0.34244737,1.829912712,0.271957782,1.574882142,0.669167814,17.0
155.0,2.598081183,0.030519342,3.144325,0.145072643,3.001259648,1.147352357,1.044741829,0.829195241,5.0
38.0,0.810786939,0.041741588,0.526977,0.613616589,2.836809293,1.113161937,1.583773286,2.834188518,18.0
41.0,0.771173411,0.332780635,5.340869,0.371027119,4.99246736,0.620794095,0.51935229,0.626547606,13.0
62.0,0.666474628,0.370340737,2.777198,0.479463421,2.268934748,0.578980276,0.598218496,0.427455417,6.0
75.0,2.561849119,0.006203233,1.202194,0.550010416,4.339137155,0.728505417,0.09936087,2.284524445,2.0
34.0,1.375335465,0.337516747,2.077146,0.145932079,2.686394642,0.444088927,1.206574594,2.449184853,8.0
60.0,1.294347098,0.028675293,1.721996,0.425396705,4.511723667,0.677376386,0.781762615,3.849419378,16.0
64.0,0.278823363,0.397374218,2.604432,0.549388617,1.41469126,0.406902934,1.159957527,0.924843057,4.0
39.0,0.98265022,0.29646704,1.802743,0.152846272,6.032879468,0.532569421,0.457647211,4.486805711,16.0
30.0,2.162720522,0.019988834,1.849699,0.630191237,3.300856425,0.871230433,0.83636814,1.522260952,1.0
38.0,0.204025752,0.470042132,3.485613,0.496709243,2.614994751,2.549263212,0.496023703,2.361813962,10.0
60.0,1.171460994,0.469973017,0.563151,0.352463696,1.941765104,0.67428916,0.06552015,1.925309117,2.0
51.0,0.668617751,0.481407016,1.771322,0.571417566,1.767568246,1.342936376,1.120996043,1.231394791,13.0
72.0,0.953426199,0.070481493,1.04478,0.312680054,4.219579296,1.251969244,0.158546427,2.843945021,16.0
65.0,0.444184096,0.444231829,1.883693,0.438072535,0.583630973,0.944003787,0.644704418,0.411038794,7.0
53.0,1.713633569,0.449429613,1.075334,0.211765704,3.531835942,0.94306972,0.661374383,2.36931876,9.0
51.0,0.0,0.432456417,2.651148,0.925226656,5.92803262,0.651862889,0.832080498,5.864034321,10.0
78.0,0.217589013,0.665274104,3.450554,0.628667963,7.670029093,1.050045062,0.764282763,4.255867046,10.0
98.0,0.59233276,0.282551212,1.867564,0.376647492,1.918407335,1.53977422,0.124795781,1.846078352,14.0
74.0,0.822115468,0.123847471,1.692179,0.487291583,1.130504582,0.8126966,0.199812993,1.114957199,7.67080253432
93.0,0.109870373,0.104348036,1.648583,0.245811561,1.431808517,0.895802982,2.057576301,1.313357017,25.0
38.0,1.253741877,0.173844582,1.594608,0.197172598,3.747255207,1.803487845,0.560853703,2.448585554,3.0
49.0,1.203109076,0.205356903,2.702961,0.1297894,2.538737301,0.91162383,1.056236719,1.381655134,4.0
66.0,1.446545002,0.271220573,2.564906,0.176653436,1.947702164,0.238846012,0.769318127,1.947702164,12.0
32.0,1.303099101,0.224114528,1.935683,0.582224158,2.659220177,1.195581357,1.520796713,1.750141772,9.0
45.0,0.734102973,0.156842536,1.723861,0.098725729,2.609998913,0.400551168,0.30425433,2.528818471,3.0
37.0,1.134471482,0.231023944,3.799758,0.247370976,2.603443587,2.350905353,0.887585852,1.852901219,3.0
38.0,1.295619089,0.023000066,2.136303,0.468655646,4.547433191,1.211963506,0.195557658,4.405536077,15.0
58.0,1.40213303,0.216251916,3.044892,0.71769551,1.057805897,0.710048914,0.364856532,0.535542312,18.0
72.0,0.756550778,0.022515499,1.55474,0.357469893,3.033370318,1.11232133,0.141531645,0.264189389,16.0
35.0,0.286980331,0.2629322,1.955888,0.438385486,1.838923645,1.816081574,0.802998864,1.78174808,8.0
41.0,0.029324312,0.617124726,4.038433,0.524518973,1.541922807,1.209636576,0.209647591,1.274522758,10.0
45.0,0.877527223,0.172262774,0.277337,0.207429846,4.548637157,0.407484084,0.733993244,3.011011641,2.0
101.0,0.184627518,0.318453468,2.815584,0.362166157,1.324125091,1.15249601,0.245328909,0.163972907,12.0
37.0,0.774363152,0.077070731,0.881315,0.706072011,1.061009404,0.375551421,0.869609513,0.543786546,6.0
66.0,1.344514591,0.033990471,3.50128,0.30795536,2.291471096,0.401799654,1.154408805,2.199676644,7.0
37.0,0.103467685,0.699077587,0.468551,0.026522566,2.220429025,0.654303719,1.300398726,1.072542791,12.0
40.0,2.227879702,0.149396107,4.792079,0.322673623,4.682618109,0.344190025,0.968079768,0.747693888,1.0
79.0,2.045085091,0.377201724,4.529086,0.277503428,5.236197183,1.03068595,0.267546513,0.6894037,2.0
39.0,1.378858848,0.0,2.874881,1.231161164,4.54408424,1.629426752,0.456672371,1.462755938,11.0
38.0,0.967934845,0.078740417,1.84388,0.305926404,3.041109828,2.137503529,1.175788708,3.041100319,9.0
36.0,0.196988193,0.145895673,4.338468,0.354441815,3.839249229,0.481813298,1.175406752,1.455778448,4.0
155.0,1.251928039,0.488245477,3.8509,0.013524323,4.187400498,1.045769959,0.679827646,0.067001557,12.0
40.0,0.236378135,0.703660158,0.484303,0.215377632,4.248462788,0.482744956,0.823731649,0.713077708,1.0
45.0,1.425104608,0.270994187,0.734847,0.386664182,1.316903165,0.875434737,0.30101024,0.779371011,3.0
44.0,0.351630525,0.346557969,0.899464,0.0036808,0.899113307,0.368196938,0.36008205,0.270761148,6.0
57.0,0.440246657,0.328409578,3.198536,0.968058316,1.150831772,1.540084576,0.342594768,0.730378068,5.0
44.0,1.174743223,0.487013603,1.898996,0.352639466,3.55910149,0.846362191,0.57428095,0.936492222,5.0
51.0,0.091329093,0.759052479,2.620181,0.005882087,1.850711017,1.097119456,0.777451999,0.879787016,2.0
62.0,0.400026709,0.326318616,1.495909,0.267007528,0.781996948,1.604661795,0.889258966,0.288918353,6.0
54.0,0.175140478,0.099130432,1.230374,0.11003666,2.197004112,1.096114608,0.569026299,2.148523931,8.0
75.0,1.420741003,0.228865626,2.050936,0.442853314,3.874673191,0.501511569,0.281684746,1.193925635,13.0
100.0,1.328691787,0.106067762,2.44021,0.327172218,0.754500804,0.973901616,0.428567879,0.367190804,8.0
64.0,2.194310237,0.33182396,3.985762,0.586967574,2.622906014,0.763916825,0.625435393,1.99953887,7.0
51.0,0.555170332,0.837920588,1.34166,0.098891887,1.981732372,1.581611566,0.941750887,0.282656884,2.0
37.0,1.131979201,0.0,3.822222,0.07558417,3.499770208,1.001062017,0.868525324,1.95979605,11.0
41.0,0.12050345,0.055786931,1.801532,0.659630226,3.034044221,1.532593149,0.94182384,2.367893071,5.0
41.0,0.680107258,0.15019293,3.142823,0.377832997,2.656328296,1.616397617,1.021818871,0.452406606,2.0
77.0,0.452810064,0.117972196,2.840636,0.644334404,7.053503614,0.552110973,0.326810132,3.163891205,18.0
38.0,1.184516216,0.054789789,1.340612,0.249766027,3.675518659,1.021744943,0.639784502,3.59808754,12.0
36.0,0.641072119,0.262645051,3.339622,0.303597376,3.582085887,0.230160294,0.386841804,0.582892201,7.0
52.0,0.587161001,0.142093721,2.554512,0.473848861,6.39019264,0.622971644,0.187950668,0.314219309,10.0
64.0,0.287191725,0.136076611,0.911283,0.63584538,0.966496427,1.451482927,1.20566707,0.671175474,6.0
57.0,0.013426661,0.463967217,5.4889,0.155660199,4.353162231,0.752875236,1.225845549,1.952595205,16.0
55.0,0.815431524,0.333559293,3.407046,0.157451907,2.25881767,0.726572164,1.204768835,2.063377544,2.0
37.0,0.561112935,0.097274382,1.057044,0.542781504,4.921895941,1.242974039,0.530136076,2.708886223,2.0
5.0,0.288605627,0.75308178,1.220085,0.067817853,3.127384465,0.586521847,1.600822171,3.104089256,5.0
38.0,0.214099953,0.793682112,1.12916,0.177365013,3.336975817,0.383315367,1.601145668,3.313684139,9.0
76.0,0.024787267,0.872327127,1.151774,0.879784591,1.5566108,1.610800969,0.862043324,0.817322063,3.0
37.0,0.847439647,0.244918554,3.110251,0.290861891,5.936501614,0.6261038,0.3853012,0.638009163,1.0
46.0,0.29499427,0.191450456,2.241727,0.194779238,0.254657552,0.940561187,0.713515127,0.169877773,2.0
63.0,0.515007405,0.749485344,1.909106,0.102826415,1.331051514,0.741807065,0.200017255,0.587162469,10.0
53.0,0.149998246,0.774623432,1.424387,0.647419377,3.550144164,1.04879318,0.728792008,2.719320021,12.0
35.0,1.526657151,0.099423408,1.554057,0.579320924,1.625604615,0.649315722,0.58125527,1.114779876,6.0
39.0,0.099082786,0.051841721,3.109443,0.229843109,4.397034604,1.022051839,0.408171128,1.502412427,5.0
65.0,0.492776282,0.545632594,3.397853,0.2734411,0.454711689,0.984879795,0.665864018,0.155582021,4.0
60.0,0.299825076,0.456954062,3.092271,0.380197644,3.228814408,0.929997059,0.878138627,0.425666412,3.0
62.0,0.331659832,0.281102148,1.388981,0.243482463,4.933019854,0.300091881,0.304256973,1.677572892,3.0
86.0,0.842394371,0.159482883,1.466709,0.126788237,1.389083793,0.939052111,1.343930214,0.744452771,3.0
62.0,0.42845385,0.029555404,2.396513,0.437927213,5.286774832,0.193139502,1.237684225,3.923244248,4.0
56.0,0.933385167,0.069121196,2.265927,0.306169941,4.921342752,0.907911173,0.532966123,4.359293928,2.0
50.0,0.682095746,0.212083774,0.750993,0.422741285,0.719442809,0.653943931,0.489081816,0.466869636,6.0
89.0,1.591387698,0.473666234,1.467692,0.492778765,4.994529774,0.493304232,0.201079015,2.163973549,11.0
41.0,1.670442196,0.043706591,2.138658,0.497386289,4.335696795,1.466679146,0.179230786,4.083854331,9.0
58.0,1.177911146,0.632256749,0.996559,0.40071125,4.04606234,0.685051325,0.816641188,3.093550343,18.0
37.0,0.317665287,0.091909357,1.461621,0.280464789,1.228382615,0.11274407,0.772991694,1.228139635,12.0
53.0,0.269090918,0.105753717,0.302684,0.339679632,3.923745474,0.445001074,0.284999623,1.02506559,1.0
37.0,1.499506911,0.059715954,2.178249,0.204187073,3.368758895,1.768409076,0.970861804,2.187014001,4.0
37.0,0.950110015,0.031600361,0.631558,0.816413843,3.011293951,1.123180197,0.280059505,2.101535386,5.0
82.0,0.059005434,0.641131019,4.698461,0.304788764,2.084328943,0.63952891,1.474039727,1.983240901,5.0
104.0,0.146921613,0.371330849,3.042244,0.550231345,2.426504765,1.759505636,1.494877273,1.06699085,19.0
53.0,0.926003668,0.026433977,4.449245,0.467532651,3.581485635,1.678756502,0.086676178,2.228805085,3.0
54.0,1.054623581,0.596688621,2.719908,0.93446986,5.886830745,0.956800596,0.198252047,2.271203509,10.0
37.0,0.780037173,0.169467139,1.026144,0.504428579,0.580611932,0.46701315,0.080283345,0.500356264,7.0
64.0,0.301341158,0.266668823,1.357934,0.270280584,4.940209849,0.277345713,0.289556559,1.636000117,1.0
34.0,0.909040139,0.139862391,2.295116,0.863499202,1.947044104,0.831877883,1.045182472,0.809192787,22.0
32.0,0.295792169,0.350058958,2.980946,0.259057264,0.466785517,1.052597019,0.462304933,0.466404057,6.0
37.0,0.603541397,0.45042423,3.643975,0.866294577,7.808207075,0.644534647,0.578180617,4.660759553,3.0
83.0,0.995654906,0.229300937,3.310775,0.126726718,2.895197146,2.46879724,0.38369674,1.379282364,4.0
37.0,0.563741961,0.363251558,3.6741,2.013040047,2.96998655,0.292257344,1.95766733,2.489942235,9.0
56.0,0.054310879,0.145061577,0.734045,0.62465494,2.41478567,0.461926876,0.30121948,1.955261642,1.0
32.0,0.820950939,0.32647766,1.829633,0.305783404,5.266336174,1.022450285,1.043769189,0.744612994,6.0
15.0,0.506454013,0.899600114,3.625,0.422979943,2.838404412,0.490619886,0.470356032,0.94227069,4.0
34.0,0.094771018,0.206691458,0.315396,0.223359505,1.918388832,0.675113849,0.329406252,1.405078986,1.0
74.0,1.535129191,0.129909316,2.311053,0.29014582,3.097563009,0.504082206,0.14708736,1.18427343,14.0
47.0,0.669933608,0.027955074,3.059104,0.135255637,1.550488092,0.105540937,1.294046385,0.632926081,1.0
88.0,1.468723134,0.115541292,3.945648,0.01262813,1.260358879,0.199642581,0.271369962,0.046040273,8.0
58.0,1.057134808,0.281469034,0.736399,0.357427508,2.813725882,1.154438357,0.959380061,2.813725882,8.0
55.0,0.852332909,0.153194056,0.38482,0.655753509,0.482980976,0.478478083,0.188187517,0.271287779,5.0
32.0,1.063810898,0.710169702,3.235837,0.248645694,3.286726173,1.135981851,1.267573596,0.77285957,2.0
31.0,0.889727319,0.688625946,3.400769,0.259709355,3.472464885,1.234559611,1.411696408,0.688625946,1.0
38.0,0.393264093,0.199888382,1.935732,0.438883601,3.373036145,0.997714451,0.649614982,3.370104623,10.0
134.0,0.0,0.244754369,0.560818,0.464254213,4.275094117,0.093998102,0.299780082,0.953904782,21.0
75.0,2.230046925,0.167596394,2.83586,0.211340048,2.657345158,1.508459348,0.889128212,0.595713317,12.0
37.0,0.24756759,0.424809135,0.30389,0.504624218,2.304440529,0.873617267,0.806501886,1.363482447,11.0
38.0,0.549204978,0.137261733,0.517651,0.364935272,5.366132985,0.20241289,0.082308062,4.379892527,6.0
50.0,0.026052897,0.074981281,3.010992,0.495273536,1.714483082,1.287182695,1.594422939,1.278501868,8.0
35.0,0.60302299,0.784175281,0.20006,0.494469531,1.51781839,0.668454335,1.012438167,1.192747349,2.0
30.0,0.216245377,0.263587461,4.565836,0.92808616,3.214170914,1.63089169,0.223170339,2.713633639,1.0
38.0,0.597441419,0.275707724,1.829695,0.079535176,6.05215403,0.666116896,0.727613249,0.44299321,5.0
41.0,0.584467895,0.141683835,0.436302,0.135507271,0.350068096,0.735768453,0.366010578,0.047092059,18.0
44.0,0.243189294,0.50915153,1.308814,0.269009373,3.23255366,0.249212469,1.720119094,1.385677127,5.0
38.0,0.636138709,0.314322662,2.332697,0.153273971,0.864257392,1.051017131,0.535309779,0.849240004,8.0
73.0,0.695065283,0.080373839,1.633158,0.339698807,0.234158048,1.924304886,0.701335801,0.184404093,5.0
56.0,0.0,0.395801378,2.845661,0.197591784,0.691756834,0.837523389,1.391774408,0.125586489,6.0
37.0,0.921760108,0.284230712,1.360029,0.340178027,1.925104417,0.99045497,0.381982262,0.389147833,5.0
80.0,0.214503493,0.499397544,1.767978,0.35139015,3.519118353,1.759576197,0.703987415,3.329266799,9.0
31.0,1.191306634,0.378684482,1.608166,0.313669277,2.890316249,1.244502789,1.200594516,2.112913153,1.0
38.0,0.254681344,0.200795969,3.0418,1.579013663,7.092172295,0.966692476,0.486252571,4.727795709,8.0
52.0,0.210786711,0.122645435,0.718734,0.122148787,1.99561115,0.761887777,0.229162558,1.297419475,15.0
53.0,0.665240622,0.135518237,4.891424,0.049561823,3.202012684,0.473789456,0.439790006,3.187527818,4.0
76.0,1.059086475,0.076339325,1.79904,0.320829425,3.131129393,2.25387059,1.292950041,3.131129393,7.0
13.0,0.636436123,0.254027263,1.140181,0.768605282,1.797251231,0.803415481,0.312777443,1.718586718,3.0
38.0,1.094231091,0.321819518,0.226064,0.386557327,0.848680812,0.412834901,0.2854775,0.824411434,10.0
40.0,0.176969646,0.260808604,0.909321,0.233436301,3.724435361,0.539392603,0.397242538,1.116225929,4.0
72.0,1.091523374,0.11438775,3.451636,0.250237957,2.596266732,1.330322285,0.451521728,0.063887824,8.0
44.0,0.481397188,0.491760026,4.439265,0.308134164,4.039694378,0.501225096,0.94476885,1.318098924,1.0
38.0,0.100605136,0.092146921,0.34597,0.14299393,1.802953333,0.704897272,0.264980289,1.322002365,3.0
60.0,0.995654906,0.229300937,3.310775,0.126726718,2.895197146,2.46879724,0.38369674,1.379282364,3.0
73.0,1.854784009,0.197064698,1.525002,0.513153212,2.320992879,1.022365175,0.718495236,2.159848726,12.0
30.0,0.563490189,0.33679432,0.621944,0.351730305,2.200536415,0.820423197,0.846424302,1.596622516,2.0
33.0,1.131859472,0.087972203,5.355921,0.254441627,3.582977359,0.398005399,0.149484434,2.822247252,1.0
37.0,0.127924766,0.148900704,3.400735,1.592876284,7.395331718,0.637603368,0.163083039,5.054647712,12.0
39.0,0.29041835,0.150271779,2.806329,0.221068186,2.755830185,0.626519777,0.206617684,1.3057209,15.0
61.0,0.562434522,0.02067118,3.799812,0.959768844,1.367520445,0.403356867,0.531269537,1.350743147,1.0
67.0,0.093174085,0.146586631,0.200569,0.176433356,0.478592185,0.357657563,1.592660613,0.478592185,13.0
35.0,1.375144964,0.229647901,5.10751,0.351390813,3.683068481,0.101786431,0.101541314,2.557844769,3.0
